tweettextcleaned,sentiment
Cal-Maine Reinstates Dividend After Strong Quarter $calm calm cal-mainestock earnings pricetarget,1
Time to Cautiously Scale into NIO Stock at These Levels $NIO NIO evstocks niostock earnings,1
Heres Where NIKE Stock Looks Attractive $NKE NKE nikestock earnings pricetarget,2
Do Kohls Shares Have More Room to Run? $KSS KSS kohlsstock earnings pricetarget,1
Do Hotel Stocks Have Room To Run? $H H hyattstock marriottstock wyndamhotelstock,1
Investors Can Sleep on These 3 Dividend Stocks $MMM MMM unleverstock cokestock 3mstockdividendstocks,2
The Top 3 Financial Stocks You Can Bank On $BRK.B BRK.B bankstocks investing bankofamericastock,1
"American Cannabis Major Shareholder Corey James Ariel Hollister Sells $40,000.00 in $AMMJ",0
"Valaris CEO Thomas Peter Burke Sells $7,552.32 in $VALPQ",0
"Wynn Resorts CFO Craig Scott Billings Sells $384,412.50 in $WYNN",0
"Magnite CFO David Day Sells $415,441.96 in $MGNI",0
"Western Forest Products Senior Officer Donald Eugene Demens Sells C$148,843.05 in $WEF",0
"Rupert Resources Insider Alan Douglas Brimacombe Sells C$6,840.00 in $RUP",0
"Rupert Resources Insider Alan Douglas Brimacombe Sells C$2,723.00 in $RUP",0
"Cathedral Energy Services Director Roderick Donald Maxwell Buys C$7,670.00 in $CET",2
"Cathedral Energy Services Director Roderick Donald Maxwell Buys C$35,125.00 in $CET",2
"Cantex Mine Development Director Vernon Frolick Buys C$16,910.00 in $CD",2
"RigNet Insider Brendan Sullivan Sells $15,750.00 in $RNET",0
"Net 1 UEPS Technologies Major Shareholder Value Capital Partners (Pty) L Buys $193,774.75 in $UEPS",2
"OptimizeRx CEO William Febbo Sells $3,688,000.00 in $OPRX",0
"Castle Biosciences Director Daniel Bradbury Sells $473,175.00 in $CSTL",0
"Net 1 UEPS Technologies Director Monde Nkosi Buys $686,749.59 in $UEPS",2
"Grocery Outlet Director Thomas Herman Sells $74,380.00 in $GO",0
"GreenVision Acquisition Major Shareholder Glazer Capital, Llc Sells $101,500.00 in $GRNV",0
"Rosecliff Acquisition Corp I Unit Major Shareholder Glazer Capital, Llc Sells $407.95 in $RCLFU",0
"RPC CEO Gary Rollins Sells $771,000.00 in $RES",0
"Vera Bradley Major Shareholder Patricia Miller Sells $216,347.18 in $VRA",0
"Vera Bradley Director P. Michael Miller Sells $603,723.12 in $VRA",0
"Ventas Director Richard Gilchrist Sells $482,793.36 in $VTR",0
"Progyny Director Norman Payson Sells $242,400.00 in $PGNY",0
"BioMarin Pharmaceutical EVP Jeffrey Robert Ajer Sells $90,110.30 in $BMRN",0
Strong Tailwinds Spike Big Moves In These 3 Stocks $RH RH stockstowatch dave&amp;busters rhstock,2
"TripAdvisor Stock Up 11% Following New Debt, Partnership With Lysol Parent $TRIP TRIP tripadvisor earnings pricegains",2
Darden Restaurants Looks Tasty For The Recovery $DRI DRI dardenstock restaurantstocks earnings,2
Polaris Is An EV Stock Any Investor Can Own $PII PII polarisstock earnings pricetarget.ratings,1
Gap Inc. Stock Look Set For A Fresh Rally $GPS GPS gapstoresstocks earnings pricetarget,1
Global Shipping Companies See Booming Business During Pandemic $MATX MATX shippingstocks matsonstock zimintergratedstock,1
3 Compelling Industrial Stocks Shrugging Off Market Weakness $FDX FDX industrialstocks earnings fedexstock,1
Hims &amp; Hers Health Stock is a Discrete Telemedicine Play $HIMS HIMS himandhersstock earnings pricetarget,1
GrowGeneration Riding the CBD Wave Higher $GRWG GRWG growgenerationstock earnings buy,1
Pubmatic Stock is an AdTech Reopening Play $PUBM PUBM pubmaticstock earnings pricetarget,1
Is GNOG Stock a Golden Opportunity or Fools Gold? $GNOG GNOG goldennuggetonlinegamingstock earnings pricetarget,1
3 Dividend Stocks That Are Perfect for Retirees $T T cardinalhealth walmart fedexstock,1
"PagerDuty VP Stacey Giamalis Sells $334,720.00 in $PD",0
"Farmland Partners CFO Luca Fabbri Sells $158,085.00 in $FPI",0
"Maxar Technologies CEO Daniel L. Jablonsky Buys $53,580.00 in $MAXR",2
"Farmland Partners CEO Paul Pittman Buys $11,510.00 in $FPI",2
"Adaptive Biotechnologies Insider Harlan Robins Sells $202,607.00 in $ADPT",0
"Adaptive Biotechnologies Insider Harlan Robins Sells $326,634.70 in $ADPT",0
"Copart Chairman Willis Johnson Sells $25,296,697.20 in $CPRT",0
"CareCloud CFO Bill Korn Sells $348,615.00 in $MTBC",0
"Sientra CFO Valerie Miller Sells $11,849.18 in $SIEN",0
"First Solar CTO Markus Gloeckler Sells $118,867.84 in $FSLR",0
"The Gap CFO Katrina O'connell Sells $382,320.00 in $GPS",0
"The Gap CEO Sonia Syngal Sells $1,026,424.89 in $GPS",0
"RingCentral Director R Neil Williams Sells $1,519,866.48 in $RNG",0
"Ryerson Insider Kevin Richardson Sells $124,125.00 in $RYI",0
"Federal Agricultural Mortgage Major Shareholder Bancorporation National Zions Sells $487,050.00 in $AGM",0
"Cardlytics CEO Lynne Marie Laube Sells $524,140.56 in $CDLX",0
"BigCommerce CTO Brian Singh Dhatt Sells $542,700.00 in $BIGC",0
"The Toro VP Jody Christy Sells $167,888.73 in $TTC",0
"Bank of South Carolina Insider Douglas Sass Sells $57,500.00 in $BKSC",0
"Equitable Insider Nick Lane Sells $734,653.92 in $EQH",0
"Tempur Sealy International EVP Scott Vollet Sells $3,617,801.60 in $TPX",0
"Anixa Biosciences Director Arnold Baskies Buys $48,000.00 in $ANIX",2
"Oportun Financial Insider Patrick Kirscht Sells $49,375.00 in $OPRT",0
"Legacy Wealth Asset Management LLC Invests $5,097,000 in Taiwan Semiconductor Manufacturing Company Limited $TSM",2
Its Okay For You to Blink on Blink Charging Stock $BLNK BLNK blinkchargingstock evstocks earnings,1
Build Up Your Portfolio With Some Shares of KB Homes $KB KB kbhomestock earnings pricetarget,1
Cresco Labs Is Leading The U.S. Cannabis Market $CRLBF CRLBF crescolabsstock cannabis earnings,2
Adobe (NASDAQ ADBE) Impresses Wall Street $ADBE ADBE adobestock earnings pricetarget,2
Is Shoe Carnival Is A Comfortable Fit For Your Portfolio? $SCVL SCVL shoecarnivalstock earnings pricetarget,1
Best Buy Pivots To Address Changing Retail Landscape $BBY BBY bestbuystock earnings pricetarget,1
Ride In Style With Winnebagos Triple-Digit Backlog Increase $WGO WGO winnebagostock earnings pricetarget,1
Is-Ugly Duckling Steelcase Ready To Fly $SCS SCS steelcasestock earnings pricetarget,1
BioNano Genomics Is Proving Value Is What You Are Willing to Pay $BNGO BNGO bionanogenomicsstock earnings price,1
Canopy Growth Stock is a Best of Breed Cannabis Play $CGC CGC canopygrowthstock earnings pricetarget,2
3 NFT Stocks Benefitting from the Digital Asset Buzz $DLPN DLPN nft stocks investingcryptocurrency,1
3 Stocks Analysts Say are Unanimous Buys $ZTS ZTS stocktowatch gmstock zoetisstock,1
"Lattice Semiconductor Director Robin Ann Abrams Sells $443,300.00 in $LSCC",0
"Facebook CEO Mark Zuckerberg Sells $16,151,625.00 in $FB",0
"Vine Energy Major Shareholder Blackstone Energy Partners Ii Buys $56,990,500.00 in $VEI",2
"Sunrun Chairman Edward Harris Fenster Sells $1,218,168.64 in $RUN",0
"Sunrun CAO Michelle Philpot Sells $467,470.72 in $RUN",0
"Pinterest SVP Naveen Gavini Sells $1,859,924.97 in $PINS",0
"Pinterest CAO Tseli Lily Yang Sells $798,949.23 in $PINS",0
"Pinterest General Counsel Christine Flores Sells $2,242,444.48 in $PINS",0
"Pinterest CFO Todd R. Morgenfeld Sells $4,488,705.76 in $PINS",0
"Cloudflare CEO Matthew Prince Sells $3,676,309.12 in $NET",0
"Cloudflare CEO Matthew Prince Sells $3,804,649.92 in $NET",0
"Laird Superfood General Counsel Andrew Mccormick Sells $186,750.00 in $LSF",0
"Carvana Major Shareholder Ernest Garcia II Sells $13,885,000.00 in $CVNA",0
"Sotera Health Director Pincus &amp; Co. Warburg Sells $352,948,641.84 in $SHC",0
"Apartment Investment and Management Director Terry Considine Buys $582,000.00 in $AIV",2
"Apartment Investment and Management Director Terry Considine Buys $569,000.00 in $AIV",2
"Five Point Major Shareholder Luxor Capital Group, Lp Buys $954,864.05 in $FPH",2
"Arista Networks Insider John Mccool Sells $23,665.79 in $ANET",0
"Cortexyme Director David Lamond Buys $1,688,500.00 in $CRTX",2
"Brigham Minerals Director W Howard Keenan Jr Sells $170,341.98 in $MNRL",0
"BioLife Solutions Insider Karen Foster Sells $613,429.92 in $BLFS",0
"BioLife Solutions VP Aby Mathew Sells $401,800.00 in $BLFS",0
"BioLife Solutions VP Aby Mathew Sells $378,000.00 in $BLFS",0
"Turning Point Therapeutics SVP Brian Lee Baker Sells $2,861,982.75 in $TPTX",0
Should You Go Along For the Ride With ElectraMeccanica Vehicles? $SOLO SOLO evstocks electrameccanicastock earnings,1
Weighing The Opportunity In Southwest Airlines (NYSE LUV) $LUV LUV southwestairlinesstock earnings pricetarget,1
Get Comfortable With At Home Group In Your Portfolio $HOME HOME athomestock earnings pricetarget,1
"Gamestop Falls After Earnings, The Bears Are In Control $GME GME gamestopstock earnings pricetarget",0
3 TV And Radio Stocks Broadcast Their Growth $GTN GTN graytelevision entravison townsquaremedia,1
"Intel Shares Surge on Manufacturing Plans, What Does it Mean? $INTC INTC intelstock earnings pricetarget",1
Livent Stock A Powerful EV Battery Play $LTHM LTHM liventstock growthprospects earnings,2
First Solar Stock is a Tier 1 U.S. Solar Play $FSLR FSLR firstsolarstock earnings pricetarget,1
Upstart Holdings Stock Red Hot Fintech Company Disrupting the Lending Industry $UPST UPST upstartholdingsstock earnings pricetarget,2
3 Volatile Stocks Worth the Risk $FSLR FSLR freeport-mcmoranstock amdstock firstsolarstock,1
The EV Market Goes Into Overdrive $VLKAY VLKAY,1
3 of the Best Consumer Staples Stocks to Add Now $PG PG proctorandgamblestock mondalezstock consumerstaplesstock,1
Two Business Services Stocks That Are On The Move $SNX SNX ravenindustriesstock earnings synnexstock,1
"Sunstone Hotel Investors General Counsel David Klein Sells $9,436.50 in $SHO",0
"Ross Stores CEO Barbara Rentler Sells $902,798.20 in $ROST",0
"Ross Stores Chairman Michael Balmuth Sells $1,438,844.16 in $ROST",0
"iRobot EVP Glen Daniel Weinstein Sells $171,625.00 in $IRBT",0
"Columbia Sportswear EVP Joseph Boyle Sells $1,498,088.00 in $COLM",0
"Sunrun General Counsel Jeanna Steele Sells $389,213.10 in $RUN",0
"Sunrun General Counsel Jeanna Steele Sells $702,316.80 in $RUN",0
"Oaktree Specialty Lending Major Shareholder Leonard Tannenbaum Sells $28,125.00 in $OCSL",0
"CrowdStrike CEO George Kurtz Sells $18,295,423.65 in $CRWD",0
"CrowdStrike COO Colin Black Sells $5,125,649.00 in $CRWD",0
"CrowdStrike Insider Michael J. Carpenter Sells $9,483,092.28 in $CRWD",0
"CrowdStrike CFO Burt W. Podbere Sells $10,373,921.38 in $CRWD",0
"CrowdStrike Director Gerhard Watzinger Sells $964,400.00 in $CRWD",0
"CrowdStrike CAO Abhishek Maheshwari Sells $457,681.50 in $CRWD",0
"Vaxcyte CEO Grant Pickering Sells $386,550.00 in $PCVX",0
"CFO Amy Weaver Sells $177,079.00 in $CRM",0
"SMART Global CFO Jack Pacheco Sells $173,437.50 in $SGH",0
"COO Bret Steven Taylor Sells $173,407.85 in $CRM",0
"CAO Joe Allanson Sells $48,588.75 in $CRM",0
"Insider Parker Harris Sells $259,140.00 in $CRM",0
"Sumo Logic CEO Ramin Sayar Sells $4,284,461.25 in $SUMO",0
"Sumo Logic Director Christian Beedgen Sells $192,100.00 in $SUMO",0
"ENGlobal Director David Gent Sells $102,400.00 in $ENG",0
"Federal Agricultural Mortgage Major Shareholder Bancorporation National Zions Sells $975,700.00 in $AGM",0
3 Small-Cap Medical Stocks Moving Markets Today $BLFS BLFS medicalstocks iridexstock biolifesolutions,1
Grow Generation Stock a Domestic Cannabis Cultivation Play $GRWG GRWG growgenerationstock earnings pricetarget,1
Can RH Reach its Lofty Long-Term Expectations? $RH RH rhstock earnings pricetarget,1
Completely out of $GBTC now from $4.25 two years ago....sold my remaining shares. Thank You Bitcoin! It was a wild but fun ride!!,1
Hyliion $HYLN is also really good.....,2
"Not too late, $DCRB will turn into Hyzon $HYZN in late May, early June -",2
Ive been taking some time away from the market after an incredible bull run. The last six months have been a career record. $GBTC Bitcoin $TSLA have gone to the moon so now Im in the process of buying 21 acres of land to build on in 2022. Looking forward to the $DCRB IPO...,2
BigCommerce $BIGC delivered the best earnings report as a public company so far. Stock was upgraded with a $75 price target this morning. This company will turn into a Shopify $SHOP someday. You can get in on the ground floor right now.,2
Bought Decarbonization Plus Acquisition $DCRB today. This SPAC will turn into Hyzon Motors in about 3 months. I see major upside from $14-$15.,2
"Tesla $TSLA bottomed at $70 on March 18th, the very next day. Turned out just fine Was down 43%, now up 659% on Tesla",1
"I own $NKLA at $16.37.... having said that, the top EV analyst who got Tesla $TSLA correct, raised his price target on $NKLA to $25. Sell off you want, I will hold.",2
Tesla $TSLA to set up electric car manufacturing unit in southern India,2
The stock market is closed for Presidents Day. Dow Jones Futures up 160 points ahead of Tuesdays open....,1
Nikola $NKLA and Arizona Public Service (APS) have received the go ahead from state utility regulators for an agreement to use surplus electricity to generate clean hydrogen gas to power fuel cell vehicles.,1
"Took profits in Vroom $VRM, bought back into Hyliion $HYLN",2
"After a 1,400% rally, Tesla $TSLA invests $1.5 billion in Bitcoin Market Cap $800 Billion",1
Reminds me of Tesla $TSLA a few years ago.... -Needs to raise capital -Crazy CEO -Apple will eventually crush them -Company worth more than General Motors $GM and Ford $F combined which is insanity. -Always losing money -Will never turn a profit -Warren Buffett is not a fan,1
NFL Draft Report on Tom Brady in 2000 - Poor Build - Skinny - Lacks Great Physical Stature and Strength - Lacks Mobility - Lacks a Really Strong Arm - Cant Drive Ball Downfield - Doesn't Throw Tight Spiral - System-Type Player Who Can Get Exposed - Gets Knocked Down Easily,1
"Ron Baron says Tesla's $TSLA bitcoin buy 'not surprising,' wants to explore rationale",1
Bitcoin is back above 40K. $GBTC will do well next week!,2
"Oh my bad, I use eTrade and Ameritrade.",1
Vroom $VRM is alive again!!! Huge move this week....,2
$GME short squeeze can easily take it back to $100+ but eventually it will drop to my price target of $40. This will produce another bounce.,2
The same instinct that led me to buy at $50 last night,1
Another short squeeze could be underway though....,1
Sold the rest of my GameStop $GME at $64....order to buy back at $41.,1
"Update on all of my Stocks in 2021. Stocks mentioned $TSLA $GBTC $AMZN $NKLA $BYND Bitcoin $BIGC $VRM I bought GameStop $GME last night and sold half this morning, up 18%.",1
"Agreed but Nikola is a much smaller company, only $900 million in cash.",1
"Tesla's $TSLA autopilot is legit. ""This will save more lives than airbags, seatbelts, ect """,1
The Nikola $NKLA factory is coming along nicely. Shares are up 60% so far in 2021. Earnings due out February 25th after the close.,2
GameStop $GME is almost at my $40 price target. Im buying some for a bounce,2
GameStop $GME has crashed from $360 to $65 in the last five sessions.,0
Digital Turbine $APPS shares jumping 17% after blow out earning quarter,2
"Amazon $AMZN price target raised to $4,400 by JPMorgan. Buy on this weakness of CEO transition.",2
After the close 4-415pm est,1
"At these prices, no way. I think I'm done riding that one. Was fun and I made a lot of $$$",1
Tesla's $TSLA price target raised to $880 at Morgan Stanley,2
"Uptrend has been broken, you want to sell all rallies now instead of buying the dips.",1
"Meanwhile, Amazon $AMZN looks ready to rip. Earnings due out tonight....",0
"GameStop $GME is crashing again, down to $158 in early pre market. Game over. Fun to watch the massive short squeeze though. Over the coming months, it will likely return to $40.",0
"Tesla's $TSLA price target raised to $1,200 from $515 at Piper Sandler. ""Investors should not be selling the stock."" Tesla should deliver 894,000 in 2021 and 9 million+ by 2030. 50% of that number will adopt full self driving. Tesla Energy will see huge growth as well.",2
Nikola $NKLA upgraded at Wedbush. Price target raised to $25 from $15. Bad news is already priced in; Biden green initiative could accelerate Nikola in the coming years.,2
"Interactive Brokers $IBKR announced that on Friday it lifted all trading restrictions on options in AMC Entertainment $AMC, BlackBerry $BB, Express $EXPR, GameStop $GME , Koss $KOSS",1
"GameStop $GME just hit $413, then dropped to $350. Now halted. Friday will be interesting....where will it close?",0
Novavax $NVAX is up 41% on positive Covid-19 vaccine news.,2
I'm not buying. I don't do much trading anymore. Mainly long term investing which I post here on Twitter.,1
HyreCar $HYRE was upgraded with a $17 price target,2
Elon loves Bitcoin now! $GBTC will rally,2
Bitcoin is back....$GBTC will do well today!,2
"After restricting the buying of stocks like $GME and $AMC, Robinhood needed an emergency infusion of $1 billion to offset customer withdraws. The company will allow limited trading of these stocks going forward.",1
"Look....I had a busy day. I just want to be able to come home, relax, take off my shoes, sit in front the computer, and buy some GameStop $GME stock. Is that too much to ask??",1
,1
freeGME - let the masses buy if they so dare.,1
GameStop $GME is up 50% to $294 in after market trading tonight. Cant find any news....,2
Who is going into an actual GameStop $GME this weekend to buy a video game?!? Sales will surge.....,1
"Also not sure why Robinhood is restricting transactions of stocks like $GME. Free markets should be allowed to operated freely. Users can make their own judgement whether to get involved. If there is some kind of stock fraud going on, the SEC should halt shares from everyone.",1
GameStop $GME has had two days of trading between $200-$400 per share. Insiders continue to hold and the company has not filed to sell stock. They must think its worth $500-$700. You have to question their sanity!,1
GameStop $GME bounced off $112.5 and has doubled to $225,2
GameStop $GME has crashed from $490 to $150,0
General Motors plans to exclusively offer electric vehicles by 2035 Tesla $TSLA beat them by 30 years!!,2
"Markets should be free. If someone thinks $GME is worth $450, let them buy it.",0
Short term volatility wont worry long term investors.,1
"Nikola $NKLA, my Top Stock Pick for 2021, came within $0.02 of its 200 day moving average yesterday. Shares are up 87% in January. We could see a massive short squeeze if NKLA closes above $30.42. Even larger squeeze above $38. These are levels to watch. I own at $16.37.",2
"It looks like we saw capitulation in Bitcoin and $GBTC yesterday. I think its done going down......sideways move, and then back up later this year. I still own a little bit of $GBTC at an avg price of $4.25.",2
"According to , covered their GameStop $GME short position yesterday. They shorted shares at $40. Shares are now gapping up to $445 in pre market and as soon as this trend breaks, I will be going short. Very important Not until the trend breaks though...",1
"Tesla $TSLA will likely deliver 750,000-850,000 vehicles in 2021. Tesla Semi will be a huge growth driver in 2022. A secret product is ""in development"" right now.",2
BigCommerce $BIGC is up 50% in the past five sessions. What a difference a week makes!,2
"Own at $16.37, my top pick for 2021.",2
The GameStop $GME crowd has officially put the Nikola $NKLA short sellers on notice.,1
$GME just dropped from $275 to $190 so it might have already happened.,0
GameStop $GME should file to sell $2 billion worth of stock in the open market. Theyd be set for a long time.,0
"Yes, today is likely the top and then it will eventually go back to $20-$30.",0
GameStop $GME is going to crash like Eastman Kodak $KODK did!!,0
I bought at $16.37,2
"I buy when I feel a good stock is not priced correctly. Then, I try to figure out what a stock is worth based on things going right. So many things can go right for $NKLA this year. The stock is still priced for failure.",2
Nikola's $NKLA 10 day moving average broke above the 50 day today. Only the 2nd time this has happened since the stock began trading. 200 day is up around $30. The bottoming phase is soon complete.,1
"No, Buy $SPCE at $24, Buy $NKLA below $17.....sold $SPCE at $38",1
Own $NKLA in the $16's,2
Nikola $NKLA looks ready to explode.....needs a little bit of good news to ignite.,2
"Sold my entire Virgin Galactic $SPCE position at $38....purchased around $24 just recently. Before that, bought at $15.50, sold between $31-$32.",0
HUGE NEWS Beyond Meat is partnering with to create ThePLANeTpartnership. Together well be developing snacks + drinks with plant-based protein; today marks an important day in our journey to build a more sustainable food system. More here,1
Beyond Meat $BYND shares soar after teaming up with PepsiCo for plant-based products,1
"Tesla $TSLA is racing toward $900 after the analyst at Baird mentioned something I've been dreaming about for years. Could Elon Musk be getting ready to combine all of his businesses into Tesla? SpaceX, Boring Company, Starlink, ect..... It would be epic!",2
$150-$200,1
$BIGC up 11% today,2
BigCommerce $BIGC IPO lockup expiration on Feb 1st. Stock should rebound in 2021. Great company!,2
Tesla $TSLA fourth-quarter registrations in California jump 63%,2
I love $BIGC down here. IPO lock up expiration on or around Feb 5th and then shares should see a rebound for the rest of 2021.,2
"Tesla $TSLA price target raised to $1,036 at Oppenheimer. Tesla is years ahead of competition on autonomous driving.",2
Tesla $TSLA Started Delivering China-Made Model Y Crossover Today,1
Same company $TSLA,1
"New video of the fastest ever Tesla Solar Roof installation from 630am to 645pm, in just 12 hours 15 minutes. This was a team of 8 installers and 3 ground support, to install a 3,500 ft (325 m) Solar Roof in Loveland, CO. Incredible! Cc",1
Elon Musk continues to say that Tesla $TSLA Energy will be as large or larger than the vehicle business! 2021/2022 will be huge. I'm installing a Tesla Solar Roof in 2022.,1
JP Morgan reiterates overweight rating and $35 price target on Nikola $NKLA,2
"Tesla $TSLA will post its financial results for the fourth quarter and full year ended December 31, 2020 after market close on Wednesday, January 27, 2021",1
I'm sure is writing a piece about how Bitcoin is back in a bull market.,1
. $GBTC back in the mid $40s. Bitcoin back to 40K,0
Always and Forever,1
Taco Bell brings back potatoes and will test Beyond Meat $BYND menu item,1
Tesla $TSLA Bull Cathie Wood thinking about launching a Space ETF. Virgin Galactic $SPCE rising over $30 tonight.,2
Id like to see $NKLA go to $40-$50 so they can raise capital which will power it past $100 in the next year or two.,2
No bow until $50....it can still go to zero,0
Nikola $NKLA is up 43% in 2021,2
I want a low risk 35% gain......those are very risky,1
Nikola $NKLA has secured an innovative electric rate schedule with Arizona Public Service Company that makes possible the accelerated development of hydrogen-based fueling solutions for the transportation industry. Shares are back above $19 today.,2
$AMZN $4200 by Feb 2022,2
Holding Tesla $TSLA for 5-10 more years,2
Parked some of this capital into Amazon $AMZN this morning.,2
I like $HYLN as well...they are taking a different approach.,1
"Or against long term gains, 20-25% if I held for more than a year.",2
"Yes, I went into this large $NKLA trade thinking about $TSLA. My research says Nikola is legit but if it goes to zero, Tesla will enter a new monopoly with Tesla Semi. I will also be able to get back 30-38% writing the loss off against gains I already took.",1
"$16.37. If $NKLA goes to zero, my $TSLA will make up for that in a few days.",0
My Top Pick for 2021 Nikola $NKLA looking great so far!,1
Apple $AAPL should've partnered with Ford $F,1
"Cashing out, will be building a new house next year. Still own some $GBTC below $5.",1
Apple $AAPL thinks it's customers will want to ride in a Hyundai,1
"Hold, don't sell.",0
"Bloomberg is reporting that Apple's $AAPL rumored electric vehicle is ""at least"" 5 years away....Tesla $TSLA is hitting another record high tonight in after hours.",0
"Yes, if it drops to its long term trend line, similar to the Covid crash, I will buy back in. Right now the long term trend line is $8100 but rising each week.",1
I own $GBTC for that,1
I was trying to sell for over an hour....finally went through as Bitcoin hit 40K,1
Tesla $TSLA hit $800 today! Just amazing!,2
Sold to them!,1
My last purchase of Bitcoin was February 2019 at $3800 per coin.,1
"My Coinbase account now reads $0.00. Sold my entire stake of actual Bitcoin when it hit 40,000. I plan to reinvest this capital into stocks when it moves into my stock account. Still keeping some $GBTC for later this year as there is a chance we see much higher prices.",1
Im in the process of selling out....I own it at around $6500...will keep some. Buying a new house,0
Overdue for a big 15-25% correction.,0
"$GBTC is trading at the equivalent of $47,000 per coin",1
Bitcoin just hit 40K,1
RBC Capital upgraded Tesla $TSLA this morning. Price target raised to $700 from $339. They missed the last $400+ points for their clients.,2
Buy $BIGC,2
I can soon graduate from the Golden Corral to Outback Steakhouse,1
Also means Im soon buying a Tesla Solar roof,2
It means they were wrong for the last $200.,1
Tesla $TSLA stock upgraded at Morgan Stanley. Price target now at $810 from $540.,2
They weren't around two years ago when I was buying They are not USA funds $GBTC outperforms them both,1
I only sold a fraction since I'm in at $6 per share. Still have a massive position but its free because I took my original investment out today.,0
"With the exception of Tesla $TSLA, I continue on the path of rotating out of over-loved stocks and into the over-hated. This is where to big returns are generated. Remember when they said Bitcoin was dead? Going to Zero?",2
"Today, I took my principal investment out of the Bitcoin Trust $GBTC and am now riding with a ton a free shares at $5.96. It has been an amazing ride! With this capital, I doubled my position in BigCommerce $BIGC today after I finished my buying spree of Nikola $NKLA last week.",2
"Amazing rally but due for a correction unless we are heading for a gold-type valuation. If that is finally the case, Bitcoin is just getting started.",0
Bitcoin just hit 30K,1
Happy New Year! The best is yet to come!,1
"Tesla $TSLA could be selling 20 million cars per year in 10 years. That would likely cause shares to hit $3,500",2
"After a big 2020 with Tesla $TSLA, Bitcoin $GBTC, Beyond Meat $BYND, Shake Shack $SHAK, and Virgin Galactic $SPCE, Nikola $NKLA is my top pick for 2021 and Ive been putting a lot of capital into the company. Especially last week. Im looking for at least $35-$40 a year from now",0
Tesla $TSLA stock is so resilient.....refuses to stay down very long. It has exceeded my wildest expectations in 2020 and I still hold at $124 per share.,2
"Nikola $NKLA rated buy with a $35 price target at Loop Capital. ""New customer orders coming in early 2021""",2
"As 2020 draws to a close we remain focused on the steps ahead, including; - Completing the analysis of our recent test flight - Completing SpaceShipTwo Unitys test flight program - Welcoming a second spaceship to our fleet Wishing you the best for the New Year!",2
It's all about hitting milestones and there will be plenty in 2021. $NKLA shares will easily double if not triple from $15. You heard it here first.,1
You will see next year!,1
Vroom $VRM has rallied 33% in less than two weeks!!,2
$WATT is over $2.50 now from the $1.80s. Selling to purchase more $NKLA!!,2
"During the darkest days of the Model 3 program, I reached out to Tim Cook to discuss the possibility of Apple acquiring Tesla (for 1/10 of our current value). He refused to take the meeting.",1
Starting to buy back my Virgin Galactic $SPCE shares a few weeks after I sold in the $32's. Back up the truck on a drop below $20.,2
"Interesting company, I will watch it",1
"Bitcoin hit my target of $20,000. See you in 2021! $GBTC",1
Very tiny compared to my overall portfolio size.,1
Bitcoin does look poised to hit my $20K target with just 17 days to go.....,1
Energous $WATT is my speculative penny stock pick for 2021/2022. The company has great technology and over 200 patents related to wireless charging technology. I like shares below $2 and I purchased some this morning. I have been watching this company for years......,2
"Over the next 10 years, Tesla's $TSLA Energy unit will grow rapidly and eventually catch up to the vehicle business. In 5-10 years, $TSLA can easily be a $2,000-$3,000 stock again.",2
"Yes, I will be adding more $BIGC in 2021 after the lock up expiration.",2
"Vroom $VRM continues to be significantly mispriced and undervalued. Tonight, Truist initiated coverage with a $58 price target. Vroom to see strong growth over the next 10 years.",2
Tesla $TSLA filed to sell another $5 billion in stock from time to time. They will probably sell directly to the S&amp 500 in a few weeks. This will bring their cash pile up to $20 billion.,0
Tesla $TSLA almost hit $650 today. The company now has a market cap of $608 billion.,1
I just sold my Virgin Galactic $SPCE shares at $32.39. It may go higher but I can't justify the stock price so I will either buy back between $23-$25 or move on to something else.,0
Tesla $TSLA trading at a new record high today,2
Tesla $TSLA stock upgraded at Goldman Sachs - $780 Price Target! Shares jumping back to $585 tonight. New record high coming soon.......,2
Bitcoin is up about 168% in 2020. $GBTC is up 195%.,2
Virgin Galactic $SPCE was awarded a $45 million contract by NASA. Shares trading up around $28.,2
$VRM will probably end up being my top pick next year.,2
"I will be adding more Nikola $NKLA this week, especially down below $19. Im glad they are no longer giving General Motors $GM a $2 billion stake for free. My views from 4 months ago havent changed. We saw last week how easily shares can double in price! Fair value = $35-$40",2
Prepare to slide into Monday like... Order on cybermonday for 20% off + Free apron for the first 500 orders!,1
